Model,P/N,Source Row,Column,Header Path,Raw Value,Interpreted Field,Variant ID,Validation Status
"Galaxy A57 5G 
(ไม่สามารถใช้ร่วมกับ SF+ ได้)
ตั้งแต่ 3-16 สิงหาคม",-,32,G,STUDENT > อัตราส่วนลด (Student Discount Rate),0.12,field,RET- 3 -6 -R32,PASSED_VALIDATION
"Galaxy A57 5G 
(ไม่สามารถใช้ร่วมกับ SF+ ได้)
ตั้งแต่ 3-16 สิงหาคม",-,32,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),18999.0,field,RET- 3 -6 -R32,PASSED_VALIDATION
"Galaxy A57 5G 
(ไม่สามารถใช้ร่วมกับ SF+ ได้)
ตั้งแต่ 3-16 สิงหาคม",-,33,D,STANDARD_PAYMENT > ราคาปกติ (RRP),17999.0,field,RET- 3 -6 -R33,PASSED_VALIDATION
"Galaxy A57 5G 
(ไม่สามารถใช้ร่วมกับ SF+ ได้)
ตั้งแต่ 3-16 สิงหาคม",-,33,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),2000.0,field,RET- 3 -6 -R33,PASSED_VALIDATION
"Galaxy A57 5G 
(ไม่สามารถใช้ร่วมกับ SF+ ได้)
ตั้งแต่ 3-16 สิงหาคม",-,33,F,STANDARD_PAYMENT > คูปอง (Price Coupon),01,field,RET- 3 -6 -R33,PASSED_VALIDATION
"Galaxy A57 5G 
(ไม่สามารถใช้ร่วมกับ SF+ ได้)
ตั้งแต่ 3-16 สิงหาคม",-,33,G,STUDENT > อัตราส่วนลด (Student Discount Rate),0.14,field,RET- 3 -6 -R33,PASSED_VALIDATION
"Galaxy A57 5G 
(ไม่สามารถใช้ร่วมกับ SF+ ได้)
ตั้งแต่ 3-16 สิงหาคม",-,33,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),15999.0,field,RET- 3 -6 -R33,PASSED_VALIDATION
"Galaxy A57 5G 
(ไม่สามารถใช้ร่วมกับ SF+ ได้)
ตั้งแต่ 3-16 สิงหาคม",-,34,D,STANDARD_PAYMENT > ราคาปกติ (RRP),16999.0,field,RET- 3 -6 -R34,PASSED_VALIDATION
"Galaxy A57 5G 
(ไม่สามารถใช้ร่วมกับ SF+ ได้)
ตั้งแต่ 3-16 สิงหาคม",-,34,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),2000.0,field,RET- 3 -6 -R34,PASSED_VALIDATION
"Galaxy A57 5G 
(ไม่สามารถใช้ร่วมกับ SF+ ได้)
ตั้งแต่ 3-16 สิงหาคม",-,34,F,STANDARD_PAYMENT > คูปอง (Price Coupon),01,field,RET- 3 -6 -R34,PASSED_VALIDATION
"Galaxy A57 5G 
(ไม่สามารถใช้ร่วมกับ SF+ ได้)
ตั้งแต่ 3-16 สิงหาคม",-,34,G,STUDENT > อัตราส่วนลด (Student Discount Rate),0.15,field,RET- 3 -6 -R34,PASSED_VALIDATION
"Galaxy A57 5G 
(ไม่สามารถใช้ร่วมกับ SF+ ได้)
ตั้งแต่ 3-16 สิงหาคม",-,34,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),14999.0,field,RET- 3 -6 -R34,PASSED_VALIDATION
"Galaxy A37 5G
ตั้งแต่ 3-16 สิงหาคม",-,35,D,STANDARD_PAYMENT > ราคาปกติ (RRP),13999.0,field,RET- 3 -6 -R35,PASSED_VALIDATION
"Galaxy A37 5G
ตั้งแต่ 3-16 สิงหาคม",-,35,G,STUDENT > อัตราส่วนลด (Student Discount Rate),0.04,field,RET- 3 -6 -R35,PASSED_VALIDATION
"Galaxy A37 5G
ตั้งแต่ 3-16 สิงหาคม",-,35,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),13999.0,field,RET- 3 -6 -R35,PASSED_VALIDATION
"Galaxy A27 5G
ตั้งแต่ 3-16 สิงหาคม",-,36,D,STANDARD_PAYMENT > ราคาปกติ (RRP),10999.0,field,RET- 3 -6 -R36,PASSED_VALIDATION
"Galaxy A27 5G
ตั้งแต่ 3-16 สิงหาคม",-,36,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),1000.0,field,RET- 3 -6 -R36,PASSED_VALIDATION
"Galaxy A27 5G
ตั้งแต่ 3-16 สิงหาคม",-,36,F,STANDARD_PAYMENT > คูปอง (Price Coupon),01,field,RET- 3 -6 -R36,PASSED_VALIDATION
"Galaxy A27 5G
ตั้งแต่ 3-16 สิงหาคม",-,36,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),9999.0,field,RET- 3 -6 -R36,PASSED_VALIDATION
"Galaxy A17 5G
ตั้งแต่ 3-16 สิงหาคม",-,37,D,STANDARD_PAYMENT > ราคาปกติ (RRP),10599.0,field,RET- 3 -6 -R37,PASSED_VALIDATION
"Galaxy A17 5G
ตั้งแต่ 3-16 สิงหาคม",-,37,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),600.0,field,RET- 3 -6 -R37,PASSED_VALIDATION
"Galaxy A17 5G
ตั้งแต่ 3-16 สิงหาคม",-,37,F,STANDARD_PAYMENT > คูปอง (Price Coupon),01,field,RET- 3 -6 -R37,PASSED_VALIDATION
"Galaxy A17 5G
ตั้งแต่ 3-16 สิงหาคม",-,37,G,STUDENT > อัตราส่วนลด (Student Discount Rate),0.1,field,RET- 3 -6 -R37,PASSED_VALIDATION
"Galaxy A17 5G
ตั้งแต่ 3-16 สิงหาคม",-,37,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),9999.0,field,RET- 3 -6 -R37,PASSED_VALIDATION
"Galaxy A17 5G
ตั้งแต่ 3-16 สิงหาคม",-,38,D,STANDARD_PAYMENT > ราคาปกติ (RRP),8999.0,field,RET- 3 -6 -R38,PASSED_VALIDATION
"Galaxy A17 5G
ตั้งแต่ 3-16 สิงหาคม",-,38,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),1700.0,field,RET- 3 -6 -R38,PASSED_VALIDATION
"Galaxy A17 5G
ตั้งแต่ 3-16 สิงหาคม",-,38,F,STANDARD_PAYMENT > คูปอง (Price Coupon),01,field,RET- 3 -6 -R38,PASSED_VALIDATION
"Galaxy A17 5G
ตั้งแต่ 3-16 สิงหาคม",-,38,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),7299.0,field,RET- 3 -6 -R38,PASSED_VALIDATION
"Galaxy A17 LTE
ตั้งแต่ 3-16 สิงหาคม",-,39,D,STANDARD_PAYMENT > ราคาปกติ (RRP),7999.0,field,RET- 3 -6 -R39,PASSED_VALIDATION
"Galaxy A17 LTE
ตั้งแต่ 3-16 สิงหาคม",-,39,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),1000.0,field,RET- 3 -6 -R39,PASSED_VALIDATION
"Galaxy A17 LTE
ตั้งแต่ 3-16 สิงหาคม",-,39,F,STANDARD_PAYMENT > คูปอง (Price Coupon),01,field,RET- 3 -6 -R39,PASSED_VALIDATION
"Galaxy A17 LTE
ตั้งแต่ 3-16 สิงหาคม",-,39,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),6999.0,field,RET- 3 -6 -R39,PASSED_VALIDATION
"Galaxy A07 5G
ตั้งแต่ 3-16 สิงหาคม",-,40,D,STANDARD_PAYMENT > ราคาปกติ (RRP),6999.0,field,RET- 3 -6 -R40,PASSED_VALIDATION
"Galaxy A07 5G
ตั้งแต่ 3-16 สิงหาคม",-,40,G,STUDENT > อัตราส่วนลด (Student Discount Rate),0.1,field,RET- 3 -6 -R40,PASSED_VALIDATION
"Galaxy A07 5G
ตั้งแต่ 3-16 สิงหาคม",-,40,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),6999.0,field,RET- 3 -6 -R40,PASSED_VALIDATION
"Galaxy A07 LTE
6-19 July",-,41,D,STANDARD_PAYMENT > ราคาปกติ (RRP),5999.0,field,RET- 3 -6 -R41,PASSED_VALIDATION
"Galaxy A07 LTE
6-19 July",-,41,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),5999.0,field,RET- 3 -6 -R41,PASSED_VALIDATION
"Galaxy A07 LTE
6-19 July",-,42,D,STANDARD_PAYMENT > ราคาปกติ (RRP),5299.0,field,RET- 3 -6 -R42,PASSED_VALIDATION
"Galaxy A07 LTE
6-19 July",-,42,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),1300.0,field,RET- 3 -6 -R42,PASSED_VALIDATION
"Galaxy A07 LTE
6-19 July",-,42,F,STANDARD_PAYMENT > คูปอง (Price Coupon),01,field,RET- 3 -6 -R42,PASSED_VALIDATION
"Galaxy A07 LTE
6-19 July",-,42,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),3999.0,field,RET- 3 -6 -R42,PASSED_VALIDATION
"Galaxy A07 LTE
6-19 July",-,43,D,STANDARD_PAYMENT > ราคาปกติ (RRP),4599.0,field,RET- 3 -6 -R43,PASSED_VALIDATION
"Galaxy A07 LTE
6-19 July",-,43,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),800.0,field,RET- 3 -6 -R43,PASSED_VALIDATION
"Galaxy A07 LTE
6-19 July",-,43,F,STANDARD_PAYMENT > คูปอง (Price Coupon),01,field,RET- 3 -6 -R43,PASSED_VALIDATION
"Galaxy A07 LTE
6-19 July",-,43,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),3799.0,field,RET- 3 -6 -R43,PASSED_VALIDATION
Galaxy Tab S11  Ultra 5G,-,4,D,STANDARD_PAYMENT > ราคาปกติ (RRP),48900.0,field,TAB-R4-VAR,PASSED_VALIDATION
Galaxy Tab S11  Ultra 5G,-,4,E,STANDARD_PAYMENT > ส่วนลด ss,3000.0,field,TAB-R4-VAR,PASSED_VALIDATION
Galaxy Tab S11  Ultra 5G,-,4,F,STANDARD_PAYMENT > ส่วนลด CPW,2000.0,field,TAB-R4-VAR,PASSED_VALIDATION
Galaxy Tab S11  Ultra 5G,-,4,G,STANDARD_PAYMENT > ราคาหลังลดและเทรดอัพ (Net Price),43900.0,field,TAB-R4-VAR,PASSED_VALIDATION
Galaxy Tab S11  Ultra 5G,-,4,I,Incentive,01,field,TAB-R4-VAR,PASSED_VALIDATION
Galaxy Tab S11  Ultra 5G,-,4,J,STANDARD_PAYMENT > คูปองตัดขาย (Device Price Coupon),แลกซื้อ Keyboard / Book Cover ลด 50%,field,TAB-R4-VAR,PASSED_VALIDATION
Galaxy Tab S11  Ultra 5G,-,4,K,REMARKS / ADD_ON > โปรเพิ่มเติม / แลกซื้อ (Add-on Conditions),02,field,TAB-R4-VAR,PASSED_VALIDATION
Galaxy Tab S11  Ultra 5G,-,4,L,ADD_ON > คูปองตัดขาย (Add-on Coupon),กระเป๋าเดินทาง  กับ  Stand Wireless Speaker PK05 ห,field,TAB-R4-VAR,PASSED_VALIDATION
Galaxy Tab S11  Ultra 5G,-,4,M,PREMIUM > ของแถม (Gifts Description),06,field,TAB-R4-VAR,PASSED_VALIDATION
Galaxy Tab S11 (5G),-,5,D,STANDARD_PAYMENT > ราคาปกติ (RRP),33900.0,field,TAB-R5-VAR,PASSED_VALIDATION
Galaxy Tab S11 (5G),-,5,E,STANDARD_PAYMENT > ส่วนลด ss,2000.0,field,TAB-R5-VAR,PASSED_VALIDATION
Galaxy Tab S11 (5G),-,5,F,STANDARD_PAYMENT > ส่วนลด CPW,1500.0,field,TAB-R5-VAR,PASSED_VALIDATION
Galaxy Tab S11 (5G),-,5,G,STANDARD_PAYMENT > ราคาหลังลดและเทรดอัพ (Net Price),30400.0,field,TAB-R5-VAR,PASSED_VALIDATION
Galaxy Tab S11 (5G),-,5,I,Incentive,01,field,TAB-R5-VAR,PASSED_VALIDATION
Galaxy Tab S11 (5G),-,5,J,STANDARD_PAYMENT > คูปองตัดขาย (Device Price Coupon),แลกซื้อ Keyboard / Book Cover ลด 50%,field,TAB-R5-VAR,PASSED_VALIDATION
Galaxy Tab S11 (5G),-,5,K,REMARKS / ADD_ON > โปรเพิ่มเติม / แลกซื้อ (Add-on Conditions),02,field,TAB-R5-VAR,PASSED_VALIDATION
Galaxy Tab S11 (5G),-,5,L,ADD_ON > คูปองตัดขาย (Add-on Coupon),กระเป๋าเดินทาง  กับ  Stand Wireless Speaker PK05 ห,field,TAB-R5-VAR,PASSED_VALIDATION
Galaxy Tab S11 (5G),-,5,M,PREMIUM > ของแถม (Gifts Description),06,field,TAB-R5-VAR,PASSED_VALIDATION
Galaxy Tab S11  (WiFi),-,6,D,STANDARD_PAYMENT > ราคาปกติ (RRP),28900.0,field,TAB-R6-VAR,PASSED_VALIDATION
Galaxy Tab S11  (WiFi),-,6,E,STANDARD_PAYMENT > ส่วนลด ss,2000.0,field,TAB-R6-VAR,PASSED_VALIDATION
Galaxy Tab S11  (WiFi),-,6,F,STANDARD_PAYMENT > ส่วนลด CPW,1500.0,field,TAB-R6-VAR,PASSED_VALIDATION
Galaxy Tab S11  (WiFi),-,6,G,STANDARD_PAYMENT > ราคาหลังลดและเทรดอัพ (Net Price),25400.0,field,TAB-R6-VAR,PASSED_VALIDATION
Galaxy Tab S11  (WiFi),-,6,I,Incentive,01,field,TAB-R6-VAR,PASSED_VALIDATION
Galaxy Tab S11  (WiFi),-,6,J,STANDARD_PAYMENT > คูปองตัดขาย (Device Price Coupon),แลกซื้อ Keyboard / Book Cover ลด 50%,field,TAB-R6-VAR,PASSED_VALIDATION
Galaxy Tab S11  (WiFi),-,6,K,REMARKS / ADD_ON > โปรเพิ่มเติม / แลกซื้อ (Add-on Conditions),02,field,TAB-R6-VAR,PASSED_VALIDATION
Galaxy Tab S11  (WiFi),-,6,L,ADD_ON > คูปองตัดขาย (Add-on Coupon),กระเป๋าเดินทาง  กับ  Stand Wireless Speaker PK05 ห,field,TAB-R6-VAR,PASSED_VALIDATION
Galaxy Tab S11  (WiFi),-,6,M,PREMIUM > ของแถม (Gifts Description),06,field,TAB-R6-VAR,PASSED_VALIDATION
Galaxy Tab S10 plus 5G,-,7,D,STANDARD_PAYMENT > ราคาปกติ (RRP),43900.0,field,TAB-R7-VAR,PASSED_VALIDATION
Galaxy Tab S10 plus 5G,-,7,E,STANDARD_PAYMENT > ส่วนลด ss,10000.0,field,TAB-R7-VAR,PASSED_VALIDATION
Galaxy Tab S10 plus 5G,-,7,F,STANDARD_PAYMENT > ส่วนลด CPW,3000.0,field,TAB-R7-VAR,PASSED_VALIDATION
Galaxy Tab S10 plus 5G,-,7,G,STANDARD_PAYMENT > ราคาหลังลดและเทรดอัพ (Net Price),30900.0,field,TAB-R7-VAR,PASSED_VALIDATION
Galaxy Tab S10 plus 5G,-,7,I,Incentive,01,field,TAB-R7-VAR,PASSED_VALIDATION
Galaxy Tab S10 plus 5G,-,7,L,ADD_ON > คูปองตัดขาย (Add-on Coupon),Tablet ring stand  กับ Small Talk TC-04 TypeC Tabl,field,TAB-R7-VAR,PASSED_VALIDATION
Galaxy Tab S10 plus 5G,-,7,M,PREMIUM > ของแถม (Gifts Description),06,field,TAB-R7-VAR,PASSED_VALIDATION
Galaxy Tab S10ultra,-,8,D,STANDARD_PAYMENT > ราคาปกติ (RRP),52900.0,field,TAB-R8-VAR,PASSED_VALIDATION
Galaxy Tab S10ultra,-,8,E,STANDARD_PAYMENT > ส่วนลด ss,0.0,field,TAB-R8-VAR,PASSED_VALIDATION
Galaxy Tab S10ultra,-,8,F,STANDARD_PAYMENT > ส่วนลด CPW,10000.0,field,TAB-R8-VAR,PASSED_VALIDATION
Galaxy Tab S10ultra,-,8,G,STANDARD_PAYMENT > ราคาหลังลดและเทรดอัพ (Net Price),42900.0,field,TAB-R8-VAR,PASSED_VALIDATION
Galaxy Tab S10ultra,-,8,I,Incentive,01,field,TAB-R8-VAR,PASSED_VALIDATION
Galaxy Tab S10ultra,-,8,L,ADD_ON > คูปองตัดขาย (Add-on Coupon),Tablet ring stand  กับ Small Talk TC-04 TypeC Tabl,field,TAB-R8-VAR,PASSED_VALIDATION
Galaxy Tab S10ultra,-,8,M,PREMIUM > ของแถม (Gifts Description),06,field,TAB-R8-VAR,PASSED_VALIDATION
Galaxy Tab S10 FE+ 5G,-,9,D,STANDARD_PAYMENT > ราคาปกติ (RRP),30900.0,field,TAB-R9-VAR,PASSED_VALIDATION
Galaxy Tab S10 FE+ 5G,-,9,E,STANDARD_PAYMENT > ส่วนลด ss,4000.0,field,TAB-R9-VAR,PASSED_VALIDATION
Galaxy Tab S10 FE+ 5G,-,9,F,STANDARD_PAYMENT > ส่วนลด CPW,1000.0,field,TAB-R9-VAR,PASSED_VALIDATION
Galaxy Tab S10 FE+ 5G,-,9,G,STANDARD_PAYMENT > ราคาหลังลดและเทรดอัพ (Net Price),25900.0,field,TAB-R9-VAR,PASSED_VALIDATION
Galaxy Tab S10 FE+ 5G,-,9,I,Incentive,01,field,TAB-R9-VAR,PASSED_VALIDATION
Galaxy Tab S10 FE+ 5G,-,9,J,STANDARD_PAYMENT > คูปองตัดขาย (Device Price Coupon),แลกซื้อ Keyboard / Book Cover ลด 50%,field,TAB-R9-VAR,PASSED_VALIDATION
Galaxy Tab S10 FE+ 5G,-,9,K,REMARKS / ADD_ON > โปรเพิ่มเติม / แลกซื้อ (Add-on Conditions),02,field,TAB-R9-VAR,PASSED_VALIDATION
Galaxy Tab S10 FE+ 5G,-,9,L,ADD_ON > คูปองตัดขาย (Add-on Coupon),Tablet Laptop Sleeve 13 inch  กับ  Double Wall Sta,field,TAB-R9-VAR,PASSED_VALIDATION
Galaxy Tab S10 FE+ 5G,-,9,M,PREMIUM > ของแถม (Gifts Description),06,field,TAB-R9-VAR,PASSED_VALIDATION
Galaxy Tab S10 FE+ WiFi,-,10,D,STANDARD_PAYMENT > ราคาปกติ (RRP),27900.0,field,TAB-R10-VAR,PASSED_VALIDATION
Galaxy Tab S10 FE+ WiFi,-,10,E,STANDARD_PAYMENT > ส่วนลด ss,4000.0,field,TAB-R10-VAR,PASSED_VALIDATION
Galaxy Tab S10 FE+ WiFi,-,10,F,STANDARD_PAYMENT > ส่วนลด CPW,1000.0,field,TAB-R10-VAR,PASSED_VALIDATION
Galaxy Tab S10 FE+ WiFi,-,10,G,STANDARD_PAYMENT > ราคาหลังลดและเทรดอัพ (Net Price),22900.0,field,TAB-R10-VAR,PASSED_VALIDATION
Galaxy Tab S10 FE+ WiFi,-,10,I,Incentive,01,field,TAB-R10-VAR,PASSED_VALIDATION
Galaxy Tab S10 FE+ WiFi,-,10,J,STANDARD_PAYMENT > คูปองตัดขาย (Device Price Coupon),แลกซื้อ Keyboard / Book Cover ลด 50%,field,TAB-R10-VAR,PASSED_VALIDATION
Galaxy Tab S10 FE+ WiFi,-,10,K,REMARKS / ADD_ON > โปรเพิ่มเติม / แลกซื้อ (Add-on Conditions),02,field,TAB-R10-VAR,PASSED_VALIDATION
Galaxy Tab S10 FE+ WiFi,-,10,L,ADD_ON > คูปองตัดขาย (Add-on Coupon),Tablet Laptop Sleeve 13 inch  กับ  Double Wall Sta,field,TAB-R10-VAR,PASSED_VALIDATION
Galaxy Tab S10 FE+ WiFi,-,10,M,PREMIUM > ของแถม (Gifts Description),06,field,TAB-R10-VAR,PASSED_VALIDATION
Galaxy Tab S10 FE 5G,-,11,D,STANDARD_PAYMENT > ราคาปกติ (RRP),22900.0,field,TAB-R11-VAR,PASSED_VALIDATION
Galaxy Tab S10 FE 5G,-,11,E,STANDARD_PAYMENT > ส่วนลด ss,2000.0,field,TAB-R11-VAR,PASSED_VALIDATION
Galaxy Tab S10 FE 5G,-,11,F,STANDARD_PAYMENT > ส่วนลด CPW,1500.0,field,TAB-R11-VAR,PASSED_VALIDATION
Galaxy Tab S10 FE 5G,-,11,G,STANDARD_PAYMENT > ราคาหลังลดและเทรดอัพ (Net Price),19400.0,field,TAB-R11-VAR,PASSED_VALIDATION
Galaxy Tab S10 FE 5G,-,11,I,Incentive,01,field,TAB-R11-VAR,PASSED_VALIDATION
Galaxy Tab S10 FE 5G,-,11,J,STANDARD_PAYMENT > คูปองตัดขาย (Device Price Coupon),แลกซื้อ Keyboard / Book Cover ลด 50%,field,TAB-R11-VAR,PASSED_VALIDATION
Galaxy Tab S10 FE 5G,-,11,K,REMARKS / ADD_ON > โปรเพิ่มเติม / แลกซื้อ (Add-on Conditions),02,field,TAB-R11-VAR,PASSED_VALIDATION
Galaxy Tab S10 FE 5G,-,11,L,ADD_ON > คูปองตัดขาย (Add-on Coupon),Double Wall Stainless Steel 600ml กับ  Phone Stand,field,TAB-R11-VAR,PASSED_VALIDATION
Galaxy Tab S10 FE 5G,-,11,M,PREMIUM > ของแถม (Gifts Description),06,field,TAB-R11-VAR,PASSED_VALIDATION
Galaxy Tab S10 FE WiFi,-,12,D,STANDARD_PAYMENT > ราคาปกติ (RRP),19900.0,field,TAB-R12-VAR,PASSED_VALIDATION
Galaxy Tab S10 FE WiFi,-,12,E,STANDARD_PAYMENT > ส่วนลด ss,2000.0,field,TAB-R12-VAR,PASSED_VALIDATION
Galaxy Tab S10 FE WiFi,-,12,F,STANDARD_PAYMENT > ส่วนลด CPW,1500.0,field,TAB-R12-VAR,PASSED_VALIDATION
Galaxy Tab S10 FE WiFi,-,12,G,STANDARD_PAYMENT > ราคาหลังลดและเทรดอัพ (Net Price),16400.0,field,TAB-R12-VAR,PASSED_VALIDATION
Galaxy Tab S10 FE WiFi,-,12,I,Incentive,01,field,TAB-R12-VAR,PASSED_VALIDATION
Galaxy Tab S10 FE WiFi,-,12,J,STANDARD_PAYMENT > คูปองตัดขาย (Device Price Coupon),แลกซื้อ Keyboard / Book Cover ลด 50%,field,TAB-R12-VAR,PASSED_VALIDATION
Galaxy Tab S10 FE WiFi,-,12,K,REMARKS / ADD_ON > โปรเพิ่มเติม / แลกซื้อ (Add-on Conditions),02,field,TAB-R12-VAR,PASSED_VALIDATION
Galaxy Tab S10 FE WiFi,-,12,L,ADD_ON > คูปองตัดขาย (Add-on Coupon),Double Wall Stainless Steel 600ml กับ  Phone Stand,field,TAB-R12-VAR,PASSED_VALIDATION
Galaxy Tab S10 FE WiFi,-,12,M,PREMIUM > ของแถม (Gifts Description),06,field,TAB-R12-VAR,PASSED_VALIDATION
Galaxy Tab S10 Lite 5G (รหัส F-X406BZ ),-,13,D,STANDARD_PAYMENT > ราคาปกติ (RRP),16990.0,field,TAB-R13-VAR,PASSED_VALIDATION
Galaxy Tab S10 Lite 5G (รหัส F-X406BZ ),-,13,E,STANDARD_PAYMENT > ส่วนลด ss,0.0,field,TAB-R13-VAR,PASSED_VALIDATION
Galaxy Tab S10 Lite 5G (รหัส F-X406BZ ),-,13,F,STANDARD_PAYMENT > ส่วนลด CPW,500.0,field,TAB-R13-VAR,PASSED_VALIDATION
Galaxy Tab S10 Lite 5G (รหัส F-X406BZ ),-,13,G,STANDARD_PAYMENT > ราคาหลังลดและเทรดอัพ (Net Price),16490.0,field,TAB-R13-VAR,PASSED_VALIDATION
Galaxy Tab S10 Lite 5G (รหัส F-X406BZ ),-,13,I,Incentive,01,field,TAB-R13-VAR,PASSED_VALIDATION
Galaxy Tab S10 Lite 5G (รหัส F-X406BZ ),-,13,J,STANDARD_PAYMENT > คูปองตัดขาย (Device Price Coupon),"ฟรี  Keyboard Cover (1,990)
GP-FCX400RLABH",field,TAB-R13-VAR,PASSED_VALIDATION
Galaxy Tab S10 Lite 5G (รหัส F-X406BZ ),-,13,L,ADD_ON > คูปองตัดขาย (Add-on Coupon),Phone Stand First class NO V168 Phoenix กับ Small ,field,TAB-R13-VAR,PASSED_VALIDATION
Galaxy Tab S10 Lite 5G (รหัส F-X406BZ ),-,13,M,PREMIUM > ของแถม (Gifts Description),06,field,TAB-R13-VAR,PASSED_VALIDATION
Galaxy Tab S10 Lite WiFi (รหัส F-X400NZ ),-,14,D,STANDARD_PAYMENT > ราคาปกติ (RRP),12990.0,field,TAB-R14-VAR,PASSED_VALIDATION
Galaxy Tab S10 Lite WiFi (รหัส F-X400NZ ),-,14,E,STANDARD_PAYMENT > ส่วนลด ss,0.0,field,TAB-R14-VAR,PASSED_VALIDATION
Galaxy Tab S10 Lite WiFi (รหัส F-X400NZ ),-,14,F,STANDARD_PAYMENT > ส่วนลด CPW,500.0,field,TAB-R14-VAR,PASSED_VALIDATION
Galaxy Tab S10 Lite WiFi (รหัส F-X400NZ ),-,14,G,STANDARD_PAYMENT > ราคาหลังลดและเทรดอัพ (Net Price),12490.0,field,TAB-R14-VAR,PASSED_VALIDATION
Galaxy Tab S10 Lite WiFi (รหัส F-X400NZ ),-,14,I,Incentive,01,field,TAB-R14-VAR,PASSED_VALIDATION
Galaxy Tab S10 Lite WiFi (รหัส F-X400NZ ),-,14,J,STANDARD_PAYMENT > คูปองตัดขาย (Device Price Coupon),"ฟรี  Keyboard Cover (1,990)
GP-FCX400RLABH",field,TAB-R14-VAR,PASSED_VALIDATION
Galaxy Tab S10 Lite WiFi (รหัส F-X400NZ ),-,14,L,ADD_ON > คูปองตัดขาย (Add-on Coupon),Phone Stand First class NO V168 Phoenix กับ Small ,field,TAB-R14-VAR,PASSED_VALIDATION
Galaxy Tab S10 Lite WiFi (รหัส F-X400NZ ),-,14,M,PREMIUM > ของแถม (Gifts Description),06,field,TAB-R14-VAR,PASSED_VALIDATION
Galaxy Tab S10 Lite 5G (รหัส SM-X406BZ ) ไม่แถมเคส,-,15,D,STANDARD_PAYMENT > ราคาปกติ (RRP),16990.0,field,TAB-R15-VAR,PASSED_VALIDATION
Galaxy Tab S10 Lite 5G (รหัส SM-X406BZ ) ไม่แถมเคส,-,15,E,STANDARD_PAYMENT > ส่วนลด ss,0.0,field,TAB-R15-VAR,PASSED_VALIDATION
Galaxy Tab S10 Lite 5G (รหัส SM-X406BZ ) ไม่แถมเคส,-,15,F,STANDARD_PAYMENT > ส่วนลด CPW,2500.0,field,TAB-R15-VAR,PASSED_VALIDATION
Galaxy Tab S10 Lite 5G (รหัส SM-X406BZ ) ไม่แถมเคส,-,15,G,STANDARD_PAYMENT > ราคาหลังลดและเทรดอัพ (Net Price),14490.0,field,TAB-R15-VAR,PASSED_VALIDATION
Galaxy Tab S10 Lite 5G (รหัส SM-X406BZ ) ไม่แถมเคส,-,15,I,Incentive,01,field,TAB-R15-VAR,PASSED_VALIDATION
Galaxy Tab S10 Lite 5G (รหัส SM-X406BZ ) ไม่แถมเคส,-,15,L,ADD_ON > คูปองตัดขาย (Add-on Coupon),Phone Stand First class NO V168 Phoenix กับ Small ,field,TAB-R15-VAR,PASSED_VALIDATION
Galaxy Tab S10 Lite 5G (รหัส SM-X406BZ ) ไม่แถมเคส,-,15,M,PREMIUM > ของแถม (Gifts Description),06,field,TAB-R15-VAR,PASSED_VALIDATION
Galaxy Tab S10 Lite WiFi (รหัส SM-X400NZ )ไม่แถมเคส,-,16,D,STANDARD_PAYMENT > ราคาปกติ (RRP),12990.0,field,TAB-R16-VAR,PASSED_VALIDATION
Galaxy Tab S10 Lite WiFi (รหัส SM-X400NZ )ไม่แถมเคส,-,16,E,STANDARD_PAYMENT > ส่วนลด ss,0.0,field,TAB-R16-VAR,PASSED_VALIDATION
Galaxy Tab S10 Lite WiFi (รหัส SM-X400NZ )ไม่แถมเคส,-,16,F,STANDARD_PAYMENT > ส่วนลด CPW,2500.0,field,TAB-R16-VAR,PASSED_VALIDATION
Galaxy Tab S10 Lite WiFi (รหัส SM-X400NZ )ไม่แถมเคส,-,16,G,STANDARD_PAYMENT > ราคาหลังลดและเทรดอัพ (Net Price),10490.0,field,TAB-R16-VAR,PASSED_VALIDATION
Galaxy Tab S10 Lite WiFi (รหัส SM-X400NZ )ไม่แถมเคส,-,16,I,Incentive,01,field,TAB-R16-VAR,PASSED_VALIDATION
