variantId,model,ram,storage,connectivity,productCodeType,saleMode,rrp,standardDiscount,sfPlusDiscount,studentDiscount,tradeUpDiscount,netPrice,priceCoupon,studentCoupon,tradeUpCode,sfPlusEligible,tradeUpEligible,studentEligible,startDate,endDate,sourceBadge,sourceFileDisplayName,sourceSheet,sourceRow,headerPath,validationStatus
RET-อัพเดท-R38-SF_PLUS,"Galaxy A27 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",N/A,8/128GB,5G,STANDARD_SM,SF_PLUS,10999.0,0,1000.0,0,0,9999.0,01,,,YES,NO,NO,2026-08-28,2026-09-06,EXCEL_CONFIRMED,Promotion Retail Aug 2026.xlsx,อัพเดท 28 Aug - 6 Sep ล่าสุด,38,rrp:STANDARD_PAYMENT > ราคาปกติ (RRP) > discount:STANDARD_PAYMENT > ส่วนลด (Standard Discount) > netPrice:FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),WARNING
RET-อัพเดท-R39-SF_PLUS,"Galaxy A17 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",N/A,8/256GB,5G,STANDARD_SM,SF_PLUS,10599.0,0,1600.0,0,0,8999.0,02,,,YES,NO,NO,2026-08-28,2026-09-06,EXCEL_CONFIRMED,Promotion Retail Aug 2026.xlsx,อัพเดท 28 Aug - 6 Sep ล่าสุด,39,rrp:STANDARD_PAYMENT > ราคาปกติ (RRP) > discount:STANDARD_PAYMENT > ส่วนลด (Standard Discount) > netPrice:FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),WARNING
RET-อัพเดท-R39-STUDENT,"Galaxy A17 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",N/A,8/256GB,5G,STANDARD_SM,STUDENT,10599.0,0,0,1060,0,9539.0,Studentcrd,Studentcrd,,NO,NO,YES,2026-08-28,2026-09-06,EXCEL_CONFIRMED,Promotion Retail Aug 2026.xlsx,อัพเดท 28 Aug - 6 Sep ล่าสุด,39,rrp:STANDARD_PAYMENT > ราคาปกติ (RRP) > studentRate:STUDENT > อัตราส่วนลด (Student Discount Rate),WARNING
RET-อัพเดท-R40-SF_PLUS,"Galaxy A17 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",N/A,8/128GB,5G,STANDARD_SM,SF_PLUS,8999.0,0,1500.0,0,0,7499.0,01,,,YES,NO,NO,2026-08-28,2026-09-06,EXCEL_CONFIRMED,Promotion Retail Aug 2026.xlsx,อัพเดท 28 Aug - 6 Sep ล่าสุด,40,rrp:STANDARD_PAYMENT > ราคาปกติ (RRP) > discount:STANDARD_PAYMENT > ส่วนลด (Standard Discount) > netPrice:FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),WARNING
RET-อัพเดท-R41-SF_PLUS,"Galaxy A17 LTE
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",N/A,8/128GB,LTE,STANDARD_SM,SF_PLUS,7999.0,0,1000.0,0,0,6999.0,01,,,YES,NO,NO,2026-08-28,2026-09-06,EXCEL_CONFIRMED,Promotion Retail Aug 2026.xlsx,อัพเดท 28 Aug - 6 Sep ล่าสุด,41,rrp:STANDARD_PAYMENT > ราคาปกติ (RRP) > discount:STANDARD_PAYMENT > ส่วนลด (Standard Discount) > netPrice:FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),WARNING
RET-อัพเดท-R42-STUDENT,"Galaxy A07 5G
(SF+ campaign)",N/A,6/128GB,5G,STANDARD_SM,STUDENT,6999.0,0,0,700,0,6299.0,Studentcrd,Studentcrd,,NO,NO,YES,2026-08-28,2026-09-06,EXCEL_CONFIRMED,Promotion Retail Aug 2026.xlsx,อัพเดท 28 Aug - 6 Sep ล่าสุด,42,rrp:STANDARD_PAYMENT > ราคาปกติ (RRP) > studentRate:STUDENT > อัตราส่วนลด (Student Discount Rate),WARNING
RET-อัพเดท-R43-STANDARD_PAYMENT,"Galaxy A07 5G
(ไม่ร่วม SF+)",N/A,6/128GB,5G,STANDARD_SM,STANDARD_PAYMENT,6999.0,500.0,0,0,0,6499.0,01,,,NO,NO,NO,2026-08-28,2026-09-06,EXCEL_CONFIRMED,Promotion Retail Aug 2026.xlsx,อัพเดท 28 Aug - 6 Sep ล่าสุด,43,rrp:STANDARD_PAYMENT > ราคาปกติ (RRP) > discount:STANDARD_PAYMENT > ส่วนลด (Standard Discount) > netPrice:FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),WARNING
RET-อัพเดท-R43-STUDENT,"Galaxy A07 5G
(ไม่ร่วม SF+)",N/A,6/128GB,5G,STANDARD_SM,STUDENT,6999.0,0,0,700,0,6299.0,Studentcrd,Studentcrd,,NO,NO,YES,2026-08-28,2026-09-06,EXCEL_CONFIRMED,Promotion Retail Aug 2026.xlsx,อัพเดท 28 Aug - 6 Sep ล่าสุด,43,rrp:STANDARD_PAYMENT > ราคาปกติ (RRP) > studentRate:STUDENT > อัตราส่วนลด (Student Discount Rate),WARNING
RET-อัพเดท-R44-SF_PLUS,"Galaxy A07 LTE
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",N/A,6/128GB,LTE,STANDARD_SM,SF_PLUS,5999.0,0,1000.0,0,0,4999.0,01,,,YES,NO,NO,2026-08-28,2026-09-06,EXCEL_CONFIRMED,Promotion Retail Aug 2026.xlsx,อัพเดท 28 Aug - 6 Sep ล่าสุด,44,rrp:STANDARD_PAYMENT > ราคาปกติ (RRP) > discount:STANDARD_PAYMENT > ส่วนลด (Standard Discount) > netPrice:FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),WARNING
RET-อัพเดท-R45-SF_PLUS,"Galaxy A07 LTE
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",N/A,4/128GB,LTE,STANDARD_SM,SF_PLUS,5299.0,0,1000.0,0,0,4299.0,01,,,YES,NO,NO,2026-08-28,2026-09-06,EXCEL_CONFIRMED,Promotion Retail Aug 2026.xlsx,อัพเดท 28 Aug - 6 Sep ล่าสุด,45,rrp:STANDARD_PAYMENT > ราคาปกติ (RRP) > discount:STANDARD_PAYMENT > ส่วนลด (Standard Discount) > netPrice:FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),WARNING
RET-อัพเดท-R46-SF_PLUS,"Galaxy A07 LTE
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",N/A,4/64GB,LTE,STANDARD_SM,SF_PLUS,4599.0,0,800.0,0,0,3799.0,01,,,YES,NO,NO,2026-08-28,2026-09-06,EXCEL_CONFIRMED,Promotion Retail Aug 2026.xlsx,อัพเดท 28 Aug - 6 Sep ล่าสุด,46,rrp:STANDARD_PAYMENT > ราคาปกติ (RRP) > discount:STANDARD_PAYMENT > ส่วนลด (Standard Discount) > netPrice:FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),WARNING
TAB-R4-STANDARD_PAYMENT,Galaxy Tab S11  Ultra 5G,N/A,12/256GB,5G,STANDARD_SM,STANDARD_PAYMENT,48900.0,5000.0,0,0,0,43900.0,01,,,NO,NO,NO,2026-08-03,2026-09-06,EXCEL_CONFIRMED,Promotion Tablet Sep 2026.xlsx,โปร และ เงื่อนไขการตัดขาย,4,rrp:STANDARD_PAYMENT > ราคาปกติ (RRP) > netPrice:STANDARD_PAYMENT > ราคาหลังลดและเทรดอัพ (Net Price) > priceCoupon:STANDARD_PAYMENT > คูปองตัดขาย (Device Price Coupon) > benefitCoupon:PREMIUM > คูปองตัดขาย (Benefit Coupon 06),WARNING
TAB-R5-STANDARD_PAYMENT,Galaxy Tab S11 (5G),N/A,12/128GB,5G,STANDARD_SM,STANDARD_PAYMENT,33900.0,3500.0,0,0,0,30400.0,01,,,NO,NO,NO,2026-08-03,2026-09-06,EXCEL_CONFIRMED,Promotion Tablet Sep 2026.xlsx,โปร และ เงื่อนไขการตัดขาย,5,rrp:STANDARD_PAYMENT > ราคาปกติ (RRP) > netPrice:STANDARD_PAYMENT > ราคาหลังลดและเทรดอัพ (Net Price) > priceCoupon:STANDARD_PAYMENT > คูปองตัดขาย (Device Price Coupon) > benefitCoupon:PREMIUM > คูปองตัดขาย (Benefit Coupon 06),WARNING
TAB-R6-STANDARD_PAYMENT,Galaxy Tab S11  (WiFi),N/A,12/128GB,Wi-Fi,STANDARD_SM,STANDARD_PAYMENT,28900.0,3500.0,0,0,0,25400.0,01,,,NO,NO,NO,2026-08-03,2026-09-06,EXCEL_CONFIRMED,Promotion Tablet Sep 2026.xlsx,โปร และ เงื่อนไขการตัดขาย,6,rrp:STANDARD_PAYMENT > ราคาปกติ (RRP) > netPrice:STANDARD_PAYMENT > ราคาหลังลดและเทรดอัพ (Net Price) > priceCoupon:STANDARD_PAYMENT > คูปองตัดขาย (Device Price Coupon) > benefitCoupon:PREMIUM > คูปองตัดขาย (Benefit Coupon 06),WARNING
TAB-R7-STANDARD_PAYMENT,Galaxy Tab S10 plus 5G,N/A,12/256GB,5G,STANDARD_SM,STANDARD_PAYMENT,43900.0,13000.0,0,0,0,30900.0,01,,,NO,NO,NO,2026-08-03,2026-09-06,EXCEL_CONFIRMED,Promotion Tablet Sep 2026.xlsx,โปร และ เงื่อนไขการตัดขาย,7,rrp:STANDARD_PAYMENT > ราคาปกติ (RRP) > netPrice:STANDARD_PAYMENT > ราคาหลังลดและเทรดอัพ (Net Price) > priceCoupon:STANDARD_PAYMENT > คูปองตัดขาย (Device Price Coupon) > benefitCoupon:PREMIUM > คูปองตัดขาย (Benefit Coupon 06),WARNING
TAB-R8-STANDARD_PAYMENT,Galaxy Tab S10ultra,N/A,12/512GB,Standard,STANDARD_SM,STANDARD_PAYMENT,52900.0,10000.0,0,0,0,42900.0,01,,,NO,NO,NO,2026-08-03,2026-09-06,EXCEL_CONFIRMED,Promotion Tablet Sep 2026.xlsx,โปร และ เงื่อนไขการตัดขาย,8,rrp:STANDARD_PAYMENT > ราคาปกติ (RRP) > netPrice:STANDARD_PAYMENT > ราคาหลังลดและเทรดอัพ (Net Price) > priceCoupon:STANDARD_PAYMENT > คูปองตัดขาย (Device Price Coupon) > benefitCoupon:PREMIUM > คูปองตัดขาย (Benefit Coupon 06),WARNING
TAB-R9-STANDARD_PAYMENT,Galaxy Tab S10 FE+ 5G,N/A,12/256GB,5G,STANDARD_SM,STANDARD_PAYMENT,30900.0,5000.0,0,0,0,25900.0,01,,,NO,NO,NO,2026-08-03,2026-09-06,EXCEL_CONFIRMED,Promotion Tablet Sep 2026.xlsx,โปร และ เงื่อนไขการตัดขาย,9,rrp:STANDARD_PAYMENT > ราคาปกติ (RRP) > netPrice:STANDARD_PAYMENT > ราคาหลังลดและเทรดอัพ (Net Price) > priceCoupon:STANDARD_PAYMENT > คูปองตัดขาย (Device Price Coupon) > benefitCoupon:PREMIUM > คูปองตัดขาย (Benefit Coupon 06),WARNING
TAB-R10-STANDARD_PAYMENT,Galaxy Tab S10 FE+ WiFi,N/A,12/256GB,Wi-Fi,STANDARD_SM,STANDARD_PAYMENT,27900.0,5000.0,0,0,0,22900.0,01,,,NO,NO,NO,2026-08-03,2026-09-06,EXCEL_CONFIRMED,Promotion Tablet Sep 2026.xlsx,โปร และ เงื่อนไขการตัดขาย,10,rrp:STANDARD_PAYMENT > ราคาปกติ (RRP) > netPrice:STANDARD_PAYMENT > ราคาหลังลดและเทรดอัพ (Net Price) > priceCoupon:STANDARD_PAYMENT > คูปองตัดขาย (Device Price Coupon) > benefitCoupon:PREMIUM > คูปองตัดขาย (Benefit Coupon 06),WARNING
TAB-R11-STANDARD_PAYMENT,Galaxy Tab S10 FE 5G,N/A,8/128GB,5G,STANDARD_SM,STANDARD_PAYMENT,22900.0,3500.0,0,0,0,19400.0,01,,,NO,NO,NO,2026-08-03,2026-09-06,EXCEL_CONFIRMED,Promotion Tablet Sep 2026.xlsx,โปร และ เงื่อนไขการตัดขาย,11,rrp:STANDARD_PAYMENT > ราคาปกติ (RRP) > netPrice:STANDARD_PAYMENT > ราคาหลังลดและเทรดอัพ (Net Price) > priceCoupon:STANDARD_PAYMENT > คูปองตัดขาย (Device Price Coupon) > benefitCoupon:PREMIUM > คูปองตัดขาย (Benefit Coupon 06),WARNING
TAB-R12-STANDARD_PAYMENT,Galaxy Tab S10 FE WiFi,N/A,8/128GB,Wi-Fi,STANDARD_SM,STANDARD_PAYMENT,19900.0,3500.0,0,0,0,16400.0,01,,,NO,NO,NO,2026-08-03,2026-09-06,EXCEL_CONFIRMED,Promotion Tablet Sep 2026.xlsx,โปร และ เงื่อนไขการตัดขาย,12,rrp:STANDARD_PAYMENT > ราคาปกติ (RRP) > netPrice:STANDARD_PAYMENT > ราคาหลังลดและเทรดอัพ (Net Price) > priceCoupon:STANDARD_PAYMENT > คูปองตัดขาย (Device Price Coupon) > benefitCoupon:PREMIUM > คูปองตัดขาย (Benefit Coupon 06),WARNING
TAB-R13-STANDARD_PAYMENT,Galaxy Tab S10 Lite 5G (รหัส F-X406BZ ),N/A,6/128GB,5G,STANDARD_SM,STANDARD_PAYMENT,16990.0,500.0,0,0,0,16490.0,01,,,NO,NO,NO,2026-08-03,2026-09-06,EXCEL_CONFIRMED,Promotion Tablet Sep 2026.xlsx,โปร และ เงื่อนไขการตัดขาย,13,rrp:STANDARD_PAYMENT > ราคาปกติ (RRP) > netPrice:STANDARD_PAYMENT > ราคาหลังลดและเทรดอัพ (Net Price) > priceCoupon:STANDARD_PAYMENT > คูปองตัดขาย (Device Price Coupon) > benefitCoupon:PREMIUM > คูปองตัดขาย (Benefit Coupon 06),WARNING
TAB-R14-STANDARD_PAYMENT,Galaxy Tab S10 Lite WiFi (รหัส F-X400NZ ),N/A,6/128GB,Wi-Fi,STANDARD_SM,STANDARD_PAYMENT,12990.0,500.0,0,0,0,12490.0,01,,,NO,NO,NO,2026-08-03,2026-09-06,EXCEL_CONFIRMED,Promotion Tablet Sep 2026.xlsx,โปร และ เงื่อนไขการตัดขาย,14,rrp:STANDARD_PAYMENT > ราคาปกติ (RRP) > netPrice:STANDARD_PAYMENT > ราคาหลังลดและเทรดอัพ (Net Price) > priceCoupon:STANDARD_PAYMENT > คูปองตัดขาย (Device Price Coupon) > benefitCoupon:PREMIUM > คูปองตัดขาย (Benefit Coupon 06),WARNING
TAB-R15-STANDARD_PAYMENT,Galaxy Tab S10 Lite 5G (รหัส SM-X406BZ ) ไม่แถมเคส,N/A,6/128GB,5G,STANDARD_SM,STANDARD_PAYMENT,16990.0,2500.0,0,0,0,14490.0,01,,,NO,NO,NO,2026-08-03,2026-09-06,EXCEL_CONFIRMED,Promotion Tablet Sep 2026.xlsx,โปร และ เงื่อนไขการตัดขาย,15,rrp:STANDARD_PAYMENT > ราคาปกติ (RRP) > netPrice:STANDARD_PAYMENT > ราคาหลังลดและเทรดอัพ (Net Price) > priceCoupon:STANDARD_PAYMENT > คูปองตัดขาย (Device Price Coupon) > benefitCoupon:PREMIUM > คูปองตัดขาย (Benefit Coupon 06),WARNING
TAB-R16-STANDARD_PAYMENT,Galaxy Tab S10 Lite WiFi (รหัส SM-X400NZ )ไม่แถมเคส,N/A,6/128GB,Wi-Fi,STANDARD_SM,STANDARD_PAYMENT,12990.0,2500.0,0,0,0,10490.0,01,,,NO,NO,NO,2026-08-03,2026-09-06,EXCEL_CONFIRMED,Promotion Tablet Sep 2026.xlsx,โปร และ เงื่อนไขการตัดขาย,16,rrp:STANDARD_PAYMENT > ราคาปกติ (RRP) > netPrice:STANDARD_PAYMENT > ราคาหลังลดและเทรดอัพ (Net Price) > priceCoupon:STANDARD_PAYMENT > คูปองตัดขาย (Device Price Coupon) > benefitCoupon:PREMIUM > คูปองตัดขาย (Benefit Coupon 06),WARNING
TAB-R17-STANDARD_PAYMENT,Galaxy Tab S9 FE plus Wifi,N/A,8/128,Wi-Fi,STANDARD_SM,STANDARD_PAYMENT,23900.0,2500.0,0,0,0,21400.0,01,,,NO,NO,NO,2026-08-03,2026-09-06,EXCEL_CONFIRMED,Promotion Tablet Sep 2026.xlsx,โปร และ เงื่อนไขการตัดขาย,17,rrp:STANDARD_PAYMENT > ราคาปกติ (RRP) > netPrice:STANDARD_PAYMENT > ราคาหลังลดและเทรดอัพ (Net Price) > priceCoupon:STANDARD_PAYMENT > คูปองตัดขาย (Device Price Coupon) > benefitCoupon:PREMIUM > คูปองตัดขาย (Benefit Coupon 06),WARNING
TAB-R18-STANDARD_PAYMENT,Galaxy Tab S9 FE plus 5G,N/A,8/128,5G,STANDARD_SM,STANDARD_PAYMENT,27900.0,12000.0,0,0,0,15900.0,01,,,NO,NO,NO,2026-08-03,2026-09-06,EXCEL_CONFIRMED,Promotion Tablet Sep 2026.xlsx,โปร และ เงื่อนไขการตัดขาย,18,rrp:STANDARD_PAYMENT > ราคาปกติ (RRP) > netPrice:STANDARD_PAYMENT > ราคาหลังลดและเทรดอัพ (Net Price) > priceCoupon:STANDARD_PAYMENT > คูปองตัดขาย (Device Price Coupon) > benefitCoupon:PREMIUM > คูปองตัดขาย (Benefit Coupon 06),WARNING
TAB-R19-STANDARD_PAYMENT,Galaxy Tab S9 5G,N/A,12/256,5G,STANDARD_SM,STANDARD_PAYMENT,35900.0,12000.0,0,0,0,23900.0,01,,,NO,NO,NO,2026-08-03,2026-09-06,EXCEL_CONFIRMED,Promotion Tablet Sep 2026.xlsx,โปร และ เงื่อนไขการตัดขาย,19,rrp:STANDARD_PAYMENT > ราคาปกติ (RRP) > netPrice:STANDARD_PAYMENT > ราคาหลังลดและเทรดอัพ (Net Price) > priceCoupon:STANDARD_PAYMENT > คูปองตัดขาย (Device Price Coupon) > benefitCoupon:PREMIUM > คูปองตัดขาย (Benefit Coupon 06),WARNING
TAB-R20-STANDARD_PAYMENT,"Galaxy Tab A11+  5G  (NEW)
(ไม่สามารถใช้ร่วมกับ SF+ ได้)",N/A,6/128GB,5G,STANDARD_SM,STANDARD_PAYMENT,10490.0,1500.0,0,0,0,8990.0,01,,,NO,NO,NO,2026-08-03,2026-09-06,EXCEL_CONFIRMED,Promotion Tablet Sep 2026.xlsx,โปร และ เงื่อนไขการตัดขาย,20,rrp:STANDARD_PAYMENT > ราคาปกติ (RRP) > netPrice:STANDARD_PAYMENT > ราคาหลังลดและเทรดอัพ (Net Price) > priceCoupon:STANDARD_PAYMENT > คูปองตัดขาย (Device Price Coupon) > benefitCoupon:PREMIUM > คูปองตัดขาย (Benefit Coupon 06),WARNING
TAB-R21-STANDARD_PAYMENT,"Galaxy Tab A11+  WiFi  (NEW)
(ไม่สามารถใช้ร่วมกับ SF+ ได้)",N/A,6/128GB,Wi-Fi,STANDARD_SM,STANDARD_PAYMENT,8490.0,1500.0,0,0,0,6990.0,01,,,NO,NO,NO,2026-08-03,2026-09-06,EXCEL_CONFIRMED,Promotion Tablet Sep 2026.xlsx,โปร และ เงื่อนไขการตัดขาย,21,rrp:STANDARD_PAYMENT > ราคาปกติ (RRP) > netPrice:STANDARD_PAYMENT > ราคาหลังลดและเทรดอัพ (Net Price) > priceCoupon:STANDARD_PAYMENT > คูปองตัดขาย (Device Price Coupon) > benefitCoupon:PREMIUM > คูปองตัดขาย (Benefit Coupon 06),WARNING
TAB-R22-SF_PLUS,"Galaxy Tab A11+  5G  (NEW)
(ใช้ร่วมกับ SF+ ได้)",N/A,6/128GB,5G,STANDARD_SM,SF_PLUS,10490.0,0,500.0,0,0,9990.0,04,,,YES,NO,NO,2026-08-03,2026-09-06,EXCEL_CONFIRMED,Promotion Tablet Sep 2026.xlsx,โปร และ เงื่อนไขการตัดขาย,22,rrp:STANDARD_PAYMENT > ราคาปกติ (RRP) > netPrice:STANDARD_PAYMENT > ราคาหลังลดและเทรดอัพ (Net Price) > priceCoupon:STANDARD_PAYMENT > คูปองตัดขาย (Device Price Coupon) > benefitCoupon:PREMIUM > คูปองตัดขาย (Benefit Coupon 06),WARNING
TAB-R23-SF_PLUS,"Galaxy Tab A11+  WiFi  (NEW)
(ใช้ร่วมกับ SF+ ได้)",N/A,6/128GB,Wi-Fi,STANDARD_SM,SF_PLUS,8490.0,0,500.0,0,0,7990.0,04,,,YES,NO,NO,2026-08-03,2026-09-06,EXCEL_CONFIRMED,Promotion Tablet Sep 2026.xlsx,โปร และ เงื่อนไขการตัดขาย,23,rrp:STANDARD_PAYMENT > ราคาปกติ (RRP) > netPrice:STANDARD_PAYMENT > ราคาหลังลดและเทรดอัพ (Net Price) > priceCoupon:STANDARD_PAYMENT > คูปองตัดขาย (Device Price Coupon) > benefitCoupon:PREMIUM > คูปองตัดขาย (Benefit Coupon 06),WARNING
TAB-R24-STANDARD_PAYMENT,"Galaxy Tab A11 LTE  (NEW)
(ไม่สามารถใช้ร่วมกับ SF+ ได้)",N/A,8/128GB,LTE,STANDARD_SM,STANDARD_PAYMENT,7490.0,1500.0,0,0,0,5990.0,01,,,NO,NO,NO,2026-08-03,2026-09-06,EXCEL_CONFIRMED,Promotion Tablet Sep 2026.xlsx,โปร และ เงื่อนไขการตัดขาย,24,rrp:STANDARD_PAYMENT > ราคาปกติ (RRP) > netPrice:STANDARD_PAYMENT > ราคาหลังลดและเทรดอัพ (Net Price) > priceCoupon:STANDARD_PAYMENT > คูปองตัดขาย (Device Price Coupon) > benefitCoupon:PREMIUM > คูปองตัดขาย (Benefit Coupon 06),WARNING
TAB-R25-SF_PLUS,"Galaxy Tab A11 LTE  (NEW)
(ใช้ร่วมกับ SF+ ได้)",N/A,8/128GB,LTE,STANDARD_SM,SF_PLUS,7490.0,0,500.0,0,0,6990.0,04,,,YES,NO,NO,2026-08-03,2026-09-06,EXCEL_CONFIRMED,Promotion Tablet Sep 2026.xlsx,โปร และ เงื่อนไขการตัดขาย,25,rrp:STANDARD_PAYMENT > ราคาปกติ (RRP) > netPrice:STANDARD_PAYMENT > ราคาหลังลดและเทรดอัพ (Net Price) > priceCoupon:STANDARD_PAYMENT > คูปองตัดขาย (Device Price Coupon) > benefitCoupon:PREMIUM > คูปองตัดขาย (Benefit Coupon 06),WARNING
TAB-R41-STANDARD_PAYMENT,Buds Core,N/A,,Standard,STANDARD_SM,STANDARD_PAYMENT,1490.0,200.0,0,0,0,1290.0,03,,,NO,NO,NO,2026-08-03,2026-09-06,EXCEL_CONFIRMED,Promotion Tablet Sep 2026.xlsx,โปร และ เงื่อนไขการตัดขาย,41,rrp:STANDARD_PAYMENT > ราคาปกติ (RRP) > netPrice:STANDARD_PAYMENT > ราคาหลังลดและเทรดอัพ (Net Price) > priceCoupon:STANDARD_PAYMENT > คูปองตัดขาย (Device Price Coupon) > benefitCoupon:PREMIUM > คูปองตัดขาย (Benefit Coupon 06),WARNING
TAB-R43-STANDARD_PAYMENT,Fit3,N/A,,Standard,STANDARD_SM,STANDARD_PAYMENT,1990.0,0,0,0,0,1990.0,03,,,NO,NO,NO,2026-08-03,2026-09-06,EXCEL_CONFIRMED,Promotion Tablet Sep 2026.xlsx,โปร และ เงื่อนไขการตัดขาย,43,rrp:STANDARD_PAYMENT > ราคาปกติ (RRP) > netPrice:STANDARD_PAYMENT > ราคาหลังลดและเทรดอัพ (Net Price) > priceCoupon:STANDARD_PAYMENT > คูปองตัดขาย (Device Price Coupon) > benefitCoupon:PREMIUM > คูปองตัดขาย (Benefit Coupon 06),WARNING
BR-S26FE-128-SFPLUS,Galaxy S26 FE 128GB,N/A,128GB,Standard,STANDARD_SM,SF_PLUS,24900.0,0,0,0,0,24900.0,,,,YES,NO,NO,2026-08-28,2026-09-30,BRANCH_CONFIRMED,Branch Confirmed Rules.json,BR-02-S26FE,1,,WARNING
BR-S26FE-256-STORAGE-UPGRADE,Galaxy S26 FE 256GB (พาส F),N/A,256GB,Standard,PASS_F,STANDARD_PAYMENT,28900.0,4000.0,0,0,0,24900.0,,,,NO,NO,NO,2026-08-28,2026-09-30,BRANCH_CONFIRMED,Branch Confirmed Rules.json,BR-02-S26FE,2,,WARNING
BR-S26U-256-TRADEUP,Galaxy S26 Ultra 256GB,N/A,256GB,Standard,STANDARD_SM,TRADE_UP,46900.0,5000.0,0,0,2000.0,39900.0,01,,T-UP-CO-S,YES,YES,NO,2026-08-28,2026-09-06,BRANCH_CONFIRMED,Branch Confirmed Rules.json,BR-08-S26U,2,,PASSED_VALIDATION
BR-S26U-1TB-TRADEUP,Galaxy S26 Ultra 1TB,N/A,1TB,Standard,STANDARD_SM,TRADE_UP,66900.0,5000.0,0,0,5000.0,56900.0,01,,T-UP-CO-S,YES,YES,NO,2026-08-28,2026-09-06,BRANCH_CONFIRMED,Branch Confirmed Rules.json,BR-09-S26U,2,,PASSED_VALIDATION
BR-ZFLIP8-TU-SM-F741B256TH,Galaxy Z Flip8 256GB,N/A,256GB,Standard,STANDARD_SM,TRADE_UP,42900.0,0,0,0,5000.0,37900.0,,,T-UP-CO-S,YES,YES,NO,2026-08-28,2026-09-06,RULE_ENGINE_DERIVED,Branch Confirmed Rules.json,BR-21-ZFLIP8-TRADEUP,1,,PASSED_VALIDATION
BR-ZFLIP8-TU-SM-F741B512TH,Galaxy Z Flip8 512GB,N/A,512GB,Standard,STANDARD_SM,TRADE_UP,50900.0,0,0,0,5000.0,45900.0,,,T-UP-CO-S,YES,YES,NO,2026-08-28,2026-09-06,RULE_ENGINE_DERIVED,Branch Confirmed Rules.json,BR-21-ZFLIP8-TRADEUP,1,,PASSED_VALIDATION
BR-ZFLIP8-TU-F-NS741B256TH,Galaxy Z Flip8 256GB (พาส F),N/A,256GB,Standard,PASS_F,TRADE_UP,42900.0,0,0,0,5000.0,37900.0,,,T-UP-CO-S,YES,YES,NO,2026-08-28,2026-09-06,BRANCH_CONFIRMED,Branch Confirmed Rules.json,BR-21-ZFLIP8-TRADEUP,1,,PASSED_VALIDATION
BR-ZFLIP8-F-SPECIAL-F-NS741B256TH,Galaxy Z Flip8 256GB (พาส F),N/A,256GB,Standard,PASS_F,STANDARD_PAYMENT,42900.0,0,0,0,0,42900.0,01,,,NO,NO,NO,2026-08-28,2026-09-06,BRANCH_CONFIRMED,Branch Confirmed Rules.json,BR-22-ZFLIP8-PASS-F,2,,PASSED_VALIDATION
BR-ZFLIP8-TU-F-NS741B512TH,Galaxy Z Flip8 512GB (พาส F),N/A,512GB,Standard,PASS_F,TRADE_UP,50900.0,0,0,0,5000.0,45900.0,,,T-UP-CO-S,YES,YES,NO,2026-08-28,2026-09-06,BRANCH_CONFIRMED,Branch Confirmed Rules.json,BR-21-ZFLIP8-TRADEUP,1,,PASSED_VALIDATION
BR-ZFLIP8-F-SPECIAL-F-NS741B512TH,Galaxy Z Flip8 512GB (พาส F),N/A,512GB,Standard,PASS_F,STANDARD_PAYMENT,50900.0,0,0,0,0,50900.0,01,,,NO,NO,NO,2026-08-28,2026-09-06,BRANCH_CONFIRMED,Branch Confirmed Rules.json,BR-22-ZFLIP8-PASS-F,2,,PASSED_VALIDATION
BR-ZFLIP8-TU-F-NS776BLIATHL,Galaxy Z Flip8 256GB (พาส F),N/A,256GB,Standard,PASS_F,TRADE_UP,42900.0,0,0,0,5000.0,37900.0,,,T-UP-CO-S,YES,YES,NO,2026-08-28,2026-09-06,BRANCH_CONFIRMED,Branch Confirmed Rules.json,BR-21-ZFLIP8-TRADEUP,1,,PASSED_VALIDATION
BR-ZFLIP8-F-SPECIAL-F-NS776BLIATHL,Galaxy Z Flip8 256GB (พาส F),N/A,256GB,Standard,PASS_F,STANDARD_PAYMENT,42900.0,0,0,0,0,42900.0,01,,,NO,NO,NO,2026-08-28,2026-09-06,BRANCH_CONFIRMED,Branch Confirmed Rules.json,BR-22-ZFLIP8-PASS-F,2,,PASSED_VALIDATION
