variantId,model,ram,storage,connectivity,productCodeType,saleMode,rrp,standardDiscount,sfPlusDiscount,studentDiscount,tradeUpDiscount,netPrice,priceCoupon,studentCoupon,tradeUpCode,sfPlusEligible,tradeUpEligible,studentEligible,startDate,endDate,sourceBadge,sourceFileDisplayName,sourceSheet,sourceRow,headerPath,validationStatus
BR-ZFLIP8-TU-F-NS776BZKATHL,Galaxy Z Flip8 256GB (พาส F),N/A,256GB,Standard,PASS_F,TRADE_UP,42900.0,0,0,0,5000.0,37900.0,,,T-UP-CO-S,YES,YES,NO,2026-08-28,2026-09-06,BRANCH_CONFIRMED,Branch Confirmed Rules.json,BR-21-ZFLIP8-TRADEUP,1,,PASSED_VALIDATION
BR-ZFLIP8-F-SPECIAL-F-NS776BZKATHL,Galaxy Z Flip8 256GB (พาส F),N/A,256GB,Standard,PASS_F,STANDARD_PAYMENT,42900.0,0,0,0,0,42900.0,01,,,NO,NO,NO,2026-08-28,2026-09-06,BRANCH_CONFIRMED,Branch Confirmed Rules.json,BR-22-ZFLIP8-PASS-F,2,,PASSED_VALIDATION
BR-ZFLIP8-TU-F-NS776BZWATHL,Galaxy Z Flip8 256GB (พาส F),N/A,256GB,Standard,PASS_F,TRADE_UP,42900.0,0,0,0,5000.0,37900.0,,,T-UP-CO-S,YES,YES,NO,2026-08-28,2026-09-06,BRANCH_CONFIRMED,Branch Confirmed Rules.json,BR-21-ZFLIP8-TRADEUP,1,,PASSED_VALIDATION
BR-ZFLIP8-F-SPECIAL-F-NS776BZWATHL,Galaxy Z Flip8 256GB (พาส F),N/A,256GB,Standard,PASS_F,STANDARD_PAYMENT,42900.0,0,0,0,0,42900.0,01,,,NO,NO,NO,2026-08-28,2026-09-06,BRANCH_CONFIRMED,Branch Confirmed Rules.json,BR-22-ZFLIP8-PASS-F,2,,PASSED_VALIDATION
BR-ZFLIP8-TU-F-NS776BLIETHL,Galaxy Z Flip8 512GB (พาส F),N/A,512GB,Standard,PASS_F,TRADE_UP,50900.0,0,0,0,5000.0,45900.0,,,T-UP-CO-S,YES,YES,NO,2026-08-28,2026-09-06,BRANCH_CONFIRMED,Branch Confirmed Rules.json,BR-21-ZFLIP8-TRADEUP,1,,PASSED_VALIDATION
BR-ZFLIP8-F-SPECIAL-F-NS776BLIETHL,Galaxy Z Flip8 512GB (พาส F),N/A,512GB,Standard,PASS_F,STANDARD_PAYMENT,50900.0,0,0,0,0,50900.0,01,,,NO,NO,NO,2026-08-28,2026-09-06,BRANCH_CONFIRMED,Branch Confirmed Rules.json,BR-22-ZFLIP8-PASS-F,2,,PASSED_VALIDATION
BR-ZFLIP8-TU-F-NS776BZKETHL,Galaxy Z Flip8 512GB (พาส F),N/A,512GB,Standard,PASS_F,TRADE_UP,50900.0,0,0,0,5000.0,45900.0,,,T-UP-CO-S,YES,YES,NO,2026-08-28,2026-09-06,BRANCH_CONFIRMED,Branch Confirmed Rules.json,BR-21-ZFLIP8-TRADEUP,1,,PASSED_VALIDATION
BR-ZFLIP8-F-SPECIAL-F-NS776BZKETHL,Galaxy Z Flip8 512GB (พาส F),N/A,512GB,Standard,PASS_F,STANDARD_PAYMENT,50900.0,0,0,0,0,50900.0,01,,,NO,NO,NO,2026-08-28,2026-09-06,BRANCH_CONFIRMED,Branch Confirmed Rules.json,BR-22-ZFLIP8-PASS-F,2,,PASSED_VALIDATION
BR-ZFLIP8-TU-F-NS776BZWETHL,Galaxy Z Flip8 512GB (พาส F),N/A,512GB,Standard,PASS_F,TRADE_UP,50900.0,0,0,0,5000.0,45900.0,,,T-UP-CO-S,YES,YES,NO,2026-08-28,2026-09-06,BRANCH_CONFIRMED,Branch Confirmed Rules.json,BR-21-ZFLIP8-TRADEUP,1,,PASSED_VALIDATION
BR-ZFLIP8-F-SPECIAL-F-NS776BZWETHL,Galaxy Z Flip8 512GB (พาส F),N/A,512GB,Standard,PASS_F,STANDARD_PAYMENT,50900.0,0,0,0,0,50900.0,01,,,NO,NO,NO,2026-08-28,2026-09-06,BRANCH_CONFIRMED,Branch Confirmed Rules.json,BR-22-ZFLIP8-PASS-F,2,,PASSED_VALIDATION
BR-ZFLIP8-TU-SM-F776BLIATHL,Galaxy Z Flip8 256GB,N/A,256GB,Standard,STANDARD_SM,TRADE_UP,42900.0,0,0,0,5000.0,37900.0,,,T-UP-CO-S,YES,YES,NO,2026-08-28,2026-09-06,RULE_ENGINE_DERIVED,Branch Confirmed Rules.json,BR-21-ZFLIP8-TRADEUP,1,,PASSED_VALIDATION
BR-ZFLIP8-TU-SM-F776BZKATHL,Galaxy Z Flip8 256GB,N/A,256GB,Standard,STANDARD_SM,TRADE_UP,42900.0,0,0,0,5000.0,37900.0,,,T-UP-CO-S,YES,YES,NO,2026-08-28,2026-09-06,RULE_ENGINE_DERIVED,Branch Confirmed Rules.json,BR-21-ZFLIP8-TRADEUP,1,,PASSED_VALIDATION
BR-ZFLIP8-TU-SM-F776BZWATHL,Galaxy Z Flip8 256GB,N/A,256GB,Standard,STANDARD_SM,TRADE_UP,42900.0,0,0,0,5000.0,37900.0,,,T-UP-CO-S,YES,YES,NO,2026-08-28,2026-09-06,RULE_ENGINE_DERIVED,Branch Confirmed Rules.json,BR-21-ZFLIP8-TRADEUP,1,,PASSED_VALIDATION
BR-ZFLIP8-TU-SM-F776BLIETHL,Galaxy Z Flip8 512GB,N/A,512GB,Standard,STANDARD_SM,TRADE_UP,50900.0,0,0,0,5000.0,45900.0,,,T-UP-CO-S,YES,YES,NO,2026-08-28,2026-09-06,RULE_ENGINE_DERIVED,Branch Confirmed Rules.json,BR-21-ZFLIP8-TRADEUP,1,,PASSED_VALIDATION
BR-ZFLIP8-TU-SM-F776BZKETHL,Galaxy Z Flip8 512GB,N/A,512GB,Standard,STANDARD_SM,TRADE_UP,50900.0,0,0,0,5000.0,45900.0,,,T-UP-CO-S,YES,YES,NO,2026-08-28,2026-09-06,RULE_ENGINE_DERIVED,Branch Confirmed Rules.json,BR-21-ZFLIP8-TRADEUP,1,,PASSED_VALIDATION
BR-ZFLIP8-TU-SM-F776BZWETHL,Galaxy Z Flip8 512GB,N/A,512GB,Standard,STANDARD_SM,TRADE_UP,50900.0,0,0,0,5000.0,45900.0,,,T-UP-CO-S,YES,YES,NO,2026-08-28,2026-09-06,RULE_ENGINE_DERIVED,Branch Confirmed Rules.json,BR-21-ZFLIP8-TRADEUP,1,,PASSED_VALIDATION
BR-ZFOLD7-SM-F956B256TH,Galaxy Z Fold7 256GB,N/A,256GB,Standard,STANDARD_SM,STANDARD_PAYMENT,67900.0,18000.0,0,0,0,49900.0,01,,,NO,NO,NO,2026-08-28,2026-09-06,RULE_ENGINE_DERIVED,Branch Confirmed Rules.json,BR-23-ZFOLD7,1,,PASSED_VALIDATION
BR-ZFOLD7-SM-F956B512TH,Galaxy Z Fold7 512GB,N/A,512GB,Standard,STANDARD_SM,STANDARD_PAYMENT,75900.0,18000.0,0,0,0,57900.0,01,,,NO,NO,NO,2026-08-28,2026-09-06,RULE_ENGINE_DERIVED,Branch Confirmed Rules.json,BR-23-ZFOLD7,1,,PASSED_VALIDATION
BR-ZFOLD7-SM-F956B1TBTH,Galaxy Z Fold7 1TB,N/A,1TB,Standard,STANDARD_SM,STANDARD_PAYMENT,87900.0,18000.0,0,0,0,69900.0,01,,,NO,NO,NO,2026-08-28,2026-09-06,RULE_ENGINE_DERIVED,Branch Confirmed Rules.json,BR-23-ZFOLD7,1,,PASSED_VALIDATION
BR-ZFLIP7-SM-F731B256TH,Galaxy Z Flip7 256GB,N/A,256GB,Standard,STANDARD_SM,STANDARD_PAYMENT,40900.0,11000.0,0,0,0,29900.0,01,,,YES,NO,NO,2026-08-28,2026-09-06,RULE_ENGINE_DERIVED,Branch Confirmed Rules.json,BR-24-ZFLIP7,1,,WARNING
BR-ZFLIP7-SM-F731B512TH,Galaxy Z Flip7 512GB,N/A,512GB,Standard,STANDARD_SM,STANDARD_PAYMENT,48900.0,11000.0,0,0,0,37900.0,01,,,YES,NO,NO,2026-08-28,2026-09-06,RULE_ENGINE_DERIVED,Branch Confirmed Rules.json,BR-24-ZFLIP7,1,,WARNING
BR-TAB-A11-STD-SM-X236B128TH,Tab A11+ 5G 6/128GB,N/A,6/128GB,5G,STANDARD_SM,STANDARD_PAYMENT,10490.0,1500,0,0,0,8990.0,01,,,NO,NO,NO,2026-08-03,2026-09-06,RULE_ENGINE_DERIVED,Branch Confirmed Rules.json,BR-25-TAB-A11,1,,WARNING
BR-TAB-A11-SF-SM-X236B128TH,Tab A11+ 5G 6/128GB,N/A,6/128GB,5G,STANDARD_SM,SF_PLUS,10490.0,0,500,0,0,9990.0,04,,,YES,NO,NO,2026-08-03,2026-09-06,RULE_ENGINE_DERIVED,Branch Confirmed Rules.json,BR-25-TAB-A11,2,,WARNING
BR-TAB-A11-STD-SM-X230N128TH,Tab A11+ Wi-Fi 6/128GB,N/A,6/128GB,Wi-Fi,STANDARD_SM,STANDARD_PAYMENT,8490.0,1500,0,0,0,6990.0,01,,,NO,NO,NO,2026-08-03,2026-09-06,RULE_ENGINE_DERIVED,Branch Confirmed Rules.json,BR-25-TAB-A11,1,,WARNING
BR-TAB-A11-SF-SM-X230N128TH,Tab A11+ Wi-Fi 6/128GB,N/A,6/128GB,Wi-Fi,STANDARD_SM,SF_PLUS,8490.0,0,500,0,0,7990.0,04,,,YES,NO,NO,2026-08-03,2026-09-06,RULE_ENGINE_DERIVED,Branch Confirmed Rules.json,BR-25-TAB-A11,2,,WARNING
BR-TAB-A11-STD-SM-X135N128TH,Tab A11 LTE 8/128GB,N/A,8/128GB,LTE,STANDARD_SM,STANDARD_PAYMENT,7490.0,1500,0,0,0,5990.0,01,,,NO,NO,NO,2026-08-03,2026-09-06,RULE_ENGINE_DERIVED,Branch Confirmed Rules.json,BR-25-TAB-A11,1,,WARNING
BR-TAB-A11-SF-SM-X135N128TH,Tab A11 LTE 8/128GB,N/A,8/128GB,LTE,STANDARD_SM,SF_PLUS,7490.0,0,500,0,0,6990.0,04,,,YES,NO,NO,2026-08-03,2026-09-06,RULE_ENGINE_DERIVED,Branch Confirmed Rules.json,BR-25-TAB-A11,2,,WARNING
BR-TAB-S10-LITE-F-X406BZ128TH,Galaxy Tab S10 Lite 5G (พาส F พร้อม Keyboard),N/A,6/128GB,5G,PASS_F,STANDARD_PAYMENT,16990.0,500,0,0,0,16490.0,01,,,NO,NO,NO,2026-08-03,2026-09-06,RULE_ENGINE_DERIVED,Branch Confirmed Rules.json,BR-27-TAB-S10-LITE,1,,PASSED_VALIDATION
BR-TAB-S10-LITE-F-X400NZ128TH,Galaxy Tab S10 Lite WiFi (พาส F พร้อม Keyboard),N/A,6/128GB,Wi-Fi,PASS_F,STANDARD_PAYMENT,12990.0,500,0,0,0,12490.0,01,,,NO,NO,NO,2026-08-03,2026-09-06,RULE_ENGINE_DERIVED,Branch Confirmed Rules.json,BR-27-TAB-S10-LITE,1,,PASSED_VALIDATION
BR-TAB-S10-LITE-SM-X406BZ128TH,Galaxy Tab S10 Lite 5G (เครื่องเปล่า ไม่แถมเคส),N/A,6/128GB,5G,STANDARD_SM,STANDARD_PAYMENT,16990.0,2500,0,0,0,14490.0,01,,,NO,NO,NO,2026-08-03,2026-09-06,RULE_ENGINE_DERIVED,Branch Confirmed Rules.json,BR-27-TAB-S10-LITE,1,,PASSED_VALIDATION
BR-TAB-S10-LITE-SM-X400NZ128TH,Galaxy Tab S10 Lite WiFi (เครื่องเปล่า ไม่แถมเคส),N/A,6/128GB,Wi-Fi,STANDARD_SM,STANDARD_PAYMENT,12990.0,2500,0,0,0,10490.0,01,,,NO,NO,NO,2026-08-03,2026-09-06,RULE_ENGINE_DERIVED,Branch Confirmed Rules.json,BR-27-TAB-S10-LITE,1,,PASSED_VALIDATION
BR-FOLD8-TU-SM-F971B256TH,Galaxy Fold8 256GB,N/A,256GB,Standard,STANDARD_SM,TRADE_UP,61900.0,0,0,0,5000.0,56900.0,,,T-UP-CO-S,YES,YES,NO,2026-08-28,2026-09-06,RULE_ENGINE_DERIVED,Branch Confirmed Rules.json,BR-14-FOLD8-TU,1,,PASSED_VALIDATION
BR-FOLD8-TU-SM-F971B512TH,Galaxy Fold8 512GB,N/A,512GB,Standard,STANDARD_SM,TRADE_UP,69900.0,0,0,0,5000.0,64900.0,,,T-UP-CO-S,YES,YES,NO,2026-08-28,2026-09-06,RULE_ENGINE_DERIVED,Branch Confirmed Rules.json,BR-14-FOLD8-TU,1,,PASSED_VALIDATION
BR-FOLD8-TU-SM-F971B1TBTH,Galaxy Fold8 1TB,N/A,1TB,Standard,STANDARD_SM,TRADE_UP,85900.0,0,0,0,7000.0,78900.0,,,T-UP-CO-S,YES,YES,NO,2026-08-28,2026-09-06,RULE_ENGINE_DERIVED,Branch Confirmed Rules.json,BR-14-FOLD8-TU,1,,PASSED_VALIDATION
BR-FOLD8-TU-SM-F976B256TH,Galaxy Fold8 Ultra 256GB,N/A,256GB,Standard,STANDARD_SM,TRADE_UP,69900.0,0,0,0,5000.0,64900.0,,,T-UP-CO-S,YES,YES,NO,2026-08-28,2026-09-06,RULE_ENGINE_DERIVED,Branch Confirmed Rules.json,BR-14-FOLD8-TU,1,,PASSED_VALIDATION
BR-FOLD8-TU-SM-F976B512TH,Galaxy Fold8 Ultra 512GB,N/A,512GB,Standard,STANDARD_SM,TRADE_UP,77900.0,0,0,0,5000.0,72900.0,,,T-UP-CO-S,YES,YES,NO,2026-08-28,2026-09-06,RULE_ENGINE_DERIVED,Branch Confirmed Rules.json,BR-14-FOLD8-TU,1,,PASSED_VALIDATION
BR-FOLD8-TU-SM-F976B1TBTH,Galaxy Fold8 Ultra 1TB,N/A,1TB,Standard,STANDARD_SM,TRADE_UP,93900.0,0,0,0,7000.0,86900.0,,,T-UP-CO-S,YES,YES,NO,2026-08-28,2026-09-06,RULE_ENGINE_DERIVED,Branch Confirmed Rules.json,BR-14-FOLD8-TU,1,,PASSED_VALIDATION
